Name,CC0h_1,CC0h_2,CC0h_3,CC4h_1,CC4h_2,CC4h_3,CC12h_1,CC12h_2,CC12h_3,MGC0h_1,MGC0h_2,MGC0h_3,MGC4h_1,MGC4h_2,MGC4h_3,MGC12h_1,MGC12h_2,MGC12h_3
Faf1,1930,2637,2460,2754,1688,2567,1891,1881,2067,1853,1405,1723,1291,1600,1449,1579,1681,1820
Dmrta2os,6,14,12,2,0,2,2,0,0,0,2,4,6,0,0,0,2,6
Dmrta2,48,104,85,55,23,35,18,21,24,38,46,60,14,21,46,51,30,32
Elavl4,157,246,166,174,159,86,9,7,29,186,134,190,82,130,76,47,36,58
Agbl4,119,305,238,240,88,376,73,88,103,66,68,95,54,50,56,82,85,74
Bend5,185,263,225,227,106,304,103,117,142,121,119,144,37,51,76,89,89,65
n-R5s191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spata6,462,543,575,618,472,622,615,678,782,733,649,594,357,459,452,446,550,522
Slc5a9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Skint8,1,1,2,1,1,10,3,0,4,3,1,1,2,1,1,7,0,1
Skint7,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1
Gm25844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skint1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0
Skint4,10,9,5,1,5,5,7,4,5,3,2,3,2,2,6,2,4,2
Skint3,2,2,1,1,2,0,0,3,0,3,1,2,3,0,1,2,1,0
Skint9,0,2,4,1,1,10,5,4,2,2,7,3,2,3,3,2,1,1
Skint2,2,3,1,4,0,1,1,2,5,7,3,1,1,9,3,2,3,5
Gm24099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skint10,4,4,2,2,0,3,1,1,3,1,2,0,2,2,1,3,1,1
Skint6,19,52,30,40,26,24,22,27,23,32,17,25,35,28,39,28,28,16
Gm12823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Skint5,28,37,38,55,36,124,10,8,10,16,14,33,16,21,14,28,14,24
Skint11,1,0,3,0,1,5,0,2,13,3,3,2,2,4,2,3,1,4
Trabd2b,4,10,8,67,48,48,33,16,26,59,57,56,130,170,208,32,33,55
Gm28864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm12829,1,0,6,5,4,4,0,1,0,2,0,2,0,0,0,0,1,0
9130410C08Rik,1,0,2,0,0,0,0,0,3,0,0,1,0,2,1,1,1,1
Gm12830,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm23230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxd2,6,0,3,5,0,3,11,4,2,6,8,15,2,15,7,6,5,8
Foxd2os,10,6,2,5,6,4,4,2,11,20,26,30,4,16,14,21,12,19
Foxe3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cmpk1,1579,1877,1456,2630,2166,2104,2944,3124,3283,1771,1339,1312,1192,1573,1300,2230,2670,2402
Gm24045,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
Stil,1324,1443,1377,1042,1145,726,756,662,783,2223,1572,1416,1072,1127,1076,892,856,1033
Tal1,0,17,5,8,13,6,1,1,4,6,8,33,22,25,28,18,14,17
Pdzk1ip1,0,6,0,0,0,2,2,6,1,2,4,2,1,0,0,0,0,2
Cyp4x1,1,2,1,2,2,2,3,0,1,1,0,0,3,0,2,0,1,1
Cyp4x1os,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Cyp4a29,0,0,10,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0
Cyp4a12a,0,0,2,0,4,0,0,1,1,3,0,0,3,0,1,0,0,1
Cyp4a12b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4
Cyp4a30b,12,11,4,3,13,7,2,4,3,4,6,7,2,5,4,6,3,3
Cyp4a14,6,24,25,20,11,103,1,0,0,2,3,6,1,0,1,2,1,0
Cyp4a10,9,10,16,2,6,13,0,3,0,0,0,4,0,0,0,0,0,0
Cyp4a31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Cyp4a32,0,0,0,148,143,126,43,69,64,10,3,4,11,9,12,2,5,8
Cyp4b1,46,93,50,842,436,446,2933,3249,3234,28,19,21,62,72,63,94,101,90
Efcab14,1703,2407,2098,3738,2724,3668,3279,3405,4170,2957,2249,2427,1924,2197,2180,2953,3040,3394
Tex38,0,0,12,0,0,0,6,2,32,5,3,11,2,0,0,4,29,4
Atpaf1,1377,1480,1220,1203,982,802,1235,1313,1573,1568,1164,1187,584,620,624,1227,1377,1444
Gm12847,2,0,8,18,4,9,14,43,27,25,34,43,6,6,15,20,19,31
Mob3c,385,526,427,704,664,418,686,886,858,501,425,504,434,500,426,490,565,650
Mknk1,1017,1717,1589,1797,1033,2339,1103,1326,1527,2510,1994,2101,901,649,881,1545,1687,1757
Gm29434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kncn,0,4,1,2,4,6,0,0,0,8,6,4,0,2,0,0,0,0
6430628N08Rik,3,1,0,4,0,2,0,0,1,2,0,2,0,1,0,0,0,0
Dmbx1,2,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0
Faah,56,38,105,92,40,187,34,51,56,88,60,119,56,43,80,83,99,136
Nsun4,677,1727,1571,2270,1270,3278,1582,1602,1755,1213,997,1037,947,886,1006,1340,1454,1594
Uqcrh,3714,4139,3280,3665,3088,2726,2536,2599,3013,2914,2209,2248,1976,2210,2204,1839,2139,2195
Lrrc41,3694,4714,3949,3759,2974,2736,2436,2496,2670,6954,4854,5029,2640,2653,2660,2865,2775,3050
Rad54l,1332,1630,1668,844,591,772,366,379,383,1900,1380,1428,780,517,814,583,504,687
Pomgnt1,3106,3409,3039,3880,3208,2435,3154,3050,3618,5377,3693,4288,3148,3270,3468,2825,3179,3326
Lurap1,172,170,161,175,122,106,176,267,237,268,170,184,184,138,197,205,190,165
Tspan1,2,41,44,45,9,83,1,2,1,2,12,24,8,12,10,7,7,14
1700042G07Rik,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm49337,3,4,6,17,7,5,9,11,5,4,8,13,8,3,11,4,11,3
Gm12951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pik3r3,283,571,623,610,277,1302,186,152,166,889,695,840,287,329,381,279,275,364
Mast2,3213,4590,4207,7703,5996,8504,4725,4334,4682,4305,3067,3532,5011,5907,5709,3098,2950,3222
Ipp,455,659,518,239,168,465,334,371,448,616,397,477,172,136,175,344,372,351
Tmem69,406,323,256,278,163,130,299,272,330,387,256,339,187,162,176,294,277,317
Gm12953,24,12,20,16,19,22,16,23,18,8,15,16,2,8,6,8,18,20
Gpbp1l1,2088,2932,2400,2720,1863,2385,3350,3391,3459,4556,3450,3937,2757,2630,2906,2668,2933,3130
C530005A16Rik,10,26,20,4,15,8,24,27,32,33,61,39,25,24,39,21,36,14
Ccdc17,36,46,51,16,28,14,48,72,82,210,183,204,55,38,69,151,110,132
Nasp,8910,12633,11071,9010,6874,9163,2245,1864,2629,7660,5934,5670,4133,4148,3914,2757,2397,3078
Akr1a1,12408,14911,11777,11993,9321,9035,17627,17863,20895,12447,9205,10217,7192,8472,8363,13356,15574,14523
Gm25137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdx1,12515,13850,12031,14161,11659,11049,13645,12921,15293,13291,10075,10478,7189,9353,8593,12689,14774,14621
Mmachc,606,667,623,509,265,288,620,570,598,530,346,357,249,200,235,372,420,482
Ccdc163,1020,1506,1360,774,557,683,443,439,491,2164,1434,1684,1036,760,1064,903,846,1040
Tesk2,452,557,570,447,307,493,566,556,631,612,483,481,361,352,427,445,495,662
Gm27688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toe1,832,969,769,1106,1016,731,844,641,741,1031,687,799,677,780,849,638,612,741
Mutyh,509,700,740,251,147,313,165,153,232,710,568,584,245,143,257,242,189,216
Hpdl,48,77,47,92,58,88,44,16,31,41,34,26,54,62,50,54,61,42
Gm12996,4,6,12,2,0,8,0,4,4,12,14,8,2,0,3,4,6,2
Zswim5,900,963,786,644,420,748,373,402,318,872,638,595,339,352,372,340,295,315
Gm26355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urod,1916,2224,2040,1244,818,1014,1685,1846,1929,1750,1275,1429,587,553,733,1197,1329,1399
Hectd3,525,1102,1132,1120,503,1974,1470,1480,1597,970,669,942,413,338,445,1040,1191,1142
1700021J08Rik,0,24,15,20,8,16,14,36,31,27,10,33,14,11,12,22,25,33
Eif2b3,1109,1502,1208,1326,986,1254,669,659,813,807,615,693,472,484,596,778,845,820
Gm22335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptch2,31,61,73,26,16,8,11,7,16,147,112,173,46,22,69,28,32,63
Btbd19,101,203,183,195,156,183,219,237,303,107,68,84,111,107,94,144,267,248
Tctex1d4,0,0,0,0,0,0,2,0,4,0,0,6,0,0,2,0,0,0
Plk3,38,76,42,1408,1095,716,552,447,614,86,70,89,661,852,700,416,492,589
Rps8,33653,39011,32642,31262,27408,20110,19745,18431,22700,19336,13830,16101,12465,15622,14823,15070,15286,15517
Gm22980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Snord38a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord55,1,1,0,0,2,3,0,0,0,1,0,1,2,2,0,0,1,0
Gm22398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kif2c,3940,5034,4727,3780,2281,4638,1345,1418,1509,4555,2890,3335,1866,1724,2084,1713,1635,1875
Gm25099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23143,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gm23287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Armh1,1,23,2,4,2,6,15,18,2,21,14,17,2,7,6,14,20,19
1700012C08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem53,107,177,221,106,72,123,426,596,564,294,253,304,158,117,149,441,585,621
Rnf220,5164,7500,6910,5942,3762,7684,3259,3143,3679,6566,4867,5816,6191,5680,6561,7187,7499,8162
Gm12843,25,30,6,2,2,3,3,10,12,22,13,16,12,16,23,30,34,51
Gm12828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12827,0,6,0,0,0,0,0,0,0,15,22,14,2,0,0,4,2,0
Eri3,13269,15075,13165,4074,3440,2391,2870,3339,3327,15602,11768,12696,2110,2055,2369,2894,3171,3434
Gm25559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmap1,2018,2868,2451,1744,1200,1894,1163,1206,1410,2142,1561,1781,1015,1143,1309,989,1091,1108
Gm12840,50,38,42,1003,1086,639,1430,1385,1566,69,49,38,1261,1931,1672,846,1109,1102
Gm12845,12,6,0,4,0,4,0,0,1,2,2,0,2,0,2,0,0,0
Klf17,206,1894,1526,1711,826,4750,2,0,0,99,154,405,70,94,150,167,56,112
Slc6a9,1414,2803,2601,1893,1104,4514,671,718,753,1587,1330,1558,489,430,562,711,740,838
Gm17114,213,312,246,122,115,110,105,143,148,281,237,222,104,53,125,100,105,117
Ccdc24,22,10,24,24,6,10,8,8,6,39,21,29,19,14,18,12,12,4
B4galt2,2734,3252,3343,2837,1743,2862,1399,1408,1686,3715,2725,3016,1836,1667,1909,1555,1403,1540
Gm12841,2,8,16,0,8,2,3,8,6,21,16,7,6,0,3,13,3,8
Atp6v0b,4106,4888,4135,4269,3029,2829,4260,4240,5035,4241,3140,3680,2624,2630,2896,4116,4442,4411
Dph2,726,930,671,1168,698,628,586,560,611,941,602,679,615,628,718,733,724,858
Ipo13,2310,2841,2527,3291,2243,1995,2169,2232,2342,3640,2595,2792,2107,2207,2210,2447,2523,2763
Artn,4,18,12,16,26,18,2,10,14,8,10,12,0,4,4,12,7,6
St3gal3,2447,2935,2647,1965,1158,1502,1494,1375,1619,2406,2073,2042,806,675,936,1150,1154,1298
9530034E10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Kdm4a,3383,4477,4079,4643,3208,4171,5172,5322,5929,6996,4776,5507,3545,3522,4015,3629,4018,4303
Gm23382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprf,9026,9170,9329,11025,8930,8223,5567,5032,5639,12287,8795,10919,9109,9245,10358,7407,8396,8359
Mir7226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyi,1203,1799,1669,581,437,444,641,781,845,1434,1111,1325,548,421,545,681,750,866
Szt2,2798,3285,3140,2428,1585,1402,3204,3052,3399,7391,5547,5995,2884,2194,2730,3209,3358,3844
Med8,1820,2006,1742,2625,1766,2006,1427,1364,1861,1909,1526,1386,1847,1641,1807,1366,1573,1625
Elovl1,1395,1688,1465,2960,1840,2224,3460,3197,3732,2236,1773,1925,2423,2173,2671,2568,2862,3131
Cdc20,7176,7851,7120,6283,4620,5074,2863,2865,3385,6572,3948,4486,3040,3189,3528,3351,3293,3792
Mpl,0,0,3,2,2,3,0,1,1,0,1,0,0,1,4,2,3,2
Tie1,4,82,73,107,25,187,0,2,1,153,134,334,76,118,147,62,62,99
2610528J11Rik,1,0,4,4,0,2,0,0,0,0,2,2,1,0,0,0,0,0
Tmem125,0,0,0,0,0,0,0,6,0,2,2,2,6,0,12,8,6,6
Cfap57,5,35,29,26,22,57,4,0,1,16,16,8,7,5,1,3,1,7
Ebna1bp2,2945,3455,3023,3923,3124,2774,2328,2193,2393,2285,1677,1811,1797,1898,1876,2003,2302,2182
Gm12853,0,0,4,0,0,0,0,0,0,16,3,2,0,2,0,0,4,5
Olfr62,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Olfr1342,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Olfr1341,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
Olfr1340,7,101,148,153,50,449,0,0,0,7,11,15,6,4,2,5,0,4
Olfr1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1338,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Olfr1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Olfr1331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Olfr1330,0,10,1,0,2,7,1,0,0,2,0,2,1,4,3,1,0,0
Olfr1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1328,1,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0
Gm12863,0,6,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2
Lao1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Gm12861,0,2,0,2,0,6,0,0,1,0,0,1,0,0,0,0,0,0
Gm24352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12866,0,1,0,1,0,1,1,0,0,2,1,0,1,1,0,2,0,0
Slc2a1,3111,2923,2807,10212,9496,6452,15268,14707,14254,3537,2554,2847,8191,12557,11031,7300,7850,7939
Mir1957a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12867,0,3,0,12,0,6,4,10,8,6,0,0,8,10,4,0,10,3
Gm12868,8,3,0,55,26,22,36,50,64,7,8,4,23,46,51,38,28,37
Zfp691,512,595,500,618,389,463,398,459,515,668,547,523,530,741,626,401,492,496
Ermap,3,0,6,10,0,2,1,0,5,6,12,12,20,59,26,7,14,15
Svbp,815,1007,835,1096,634,784,809,745,849,816,645,635,515,681,655,508,521,561
AU022252,904,1143,812,1593,935,931,1940,1906,2021,1229,1043,1093,771,795,757,1240,1359,1413
Tmem269,0,2,0,0,0,0,0,0,4,2,2,2,0,0,0,2,1,0
Gm12898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3h1,4546,5492,4581,11977,8169,5980,18828,18719,20585,14453,10022,11421,11845,13381,13760,9547,9633,11223
Gm12927,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0
Cldn19,0,4,4,21,4,2,4,10,4,0,4,4,10,11,4,15,4,4
Ybx1,36677,39461,33813,106156,84580,56744,174542,171014,195315,31472,23534,22285,109436,146630,117306,139301,173013,149768
Gm37817,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,2,0,6
Ppih,1428,1624,1429,1712,1398,975,818,870,943,1481,1188,1072,1778,2026,1800,937,993,1142
Ccdc30,139,229,189,626,409,487,677,651,832,244,225,223,1450,1738,1656,882,990,1004
Ppcs,546,656,560,1210,769,764,990,888,1144,821,586,585,853,775,927,849,874,871
Zmynd12,45,92,131,84,60,96,38,21,57,83,56,82,39,50,64,40,38,36
Rimkla,471,1805,1385,1384,623,4029,86,87,110,510,435,673,144,196,197,214,167,223
Rnu6-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Frg2f1,97,173,162,124,63,202,83,106,76,190,165,195,54,42,63,105,126,123
Foxj3,2315,6517,5208,6200,3527,12600,2470,2734,2688,3254,2717,3441,2203,2772,2405,2615,2772,2829
Guca2a,6,0,0,0,4,4,0,8,6,0,2,2,0,2,2,0,2,2
Guca2b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hivep3,61,77,69,158,67,300,61,54,68,62,55,81,144,152,203,803,909,870
AL607142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edn2,0,0,2,0,16,6,156,111,120,5,8,16,74,176,121,12704,13582,11695
Foxo6,180,246,151,375,165,180,86,60,90,395,243,329,124,126,145,187,157,234
Foxo6os,0,0,1,0,0,0,2,0,2,1,6,5,0,1,3,0,2,0
Scmh1,2088,2587,2441,2361,1481,3146,1257,1407,1458,2276,1735,1956,1330,1339,1308,1360,1504,1482
Slfnl1,0,2,0,8,5,0,0,14,6,6,6,8,6,12,2,6,2,4
Ctps,4416,6486,5400,11921,9540,10683,6495,6299,6782,4199,3005,3399,9819,11939,11411,7870,8731,8326
Gm8439,14,24,42,17,17,11,33,57,50,1,4,4,11,3,18,37,31,42
Gm12860,6,3,2,6,1,0,58,32,46,6,0,0,12,15,11,34,27,34
Gm45579,0,0,0,0,0,2,4,1,8,0,0,0,0,4,0,6,0,1
Cited4,98,24,34,3414,2210,1741,14613,14391,14627,76,82,110,2545,4163,3119,5599,5998,5665
Kcnq4,0,24,17,80,59,45,65,59,64,56,28,73,45,75,62,55,81,59
Nfyc,3468,4314,3884,3199,2549,4153,1616,1667,1891,3976,3195,3320,1975,1949,1937,1797,1909,2143
Mir30c-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir30f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir30e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rims3,53,343,268,333,130,714,18,17,11,53,53,149,54,34,50,67,33,40
Gm24678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exo5,512,691,713,855,598,974,624,619,677,555,440,464,396,350,441,472,449,483
Zfp69,204,138,163,174,121,242,128,120,126,235,140,164,168,153,175,123,113,80
Smap2,1297,1765,1468,1998,1397,2117,1636,1725,1925,1495,1070,1416,1061,1247,1093,1563,1563,1454
Mir7015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col9a2,287,613,431,336,243,143,44,50,18,1663,1169,1924,1121,1018,1281,1995,951,1501
Zmpste24,1645,2349,1789,2821,2545,2143,3910,3733,4044,2792,2330,2518,2049,2195,2170,3357,3713,3836
Gm26186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmco2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rlf,1958,2030,1749,1949,1673,1176,2536,2972,2722,3268,2319,2361,1538,1833,1639,2530,2744,2870
Gm12888,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm12886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12887,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
9530002B09Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
Ppt1,2144,2478,2010,1661,1256,1216,2095,2037,2600,5216,3888,4458,1789,1745,1883,2893,3441,3636
Cap1,4643,4930,4403,5088,3980,2882,11387,11689,13261,7157,5127,5744,4171,4826,4799,8661,10015,9243
Mfsd2a,5975,7706,6303,1175,677,2470,145,86,159,4233,3058,2758,326,285,327,589,420,646
4933421A08Rik,74,90,51,19,4,14,4,4,2,48,14,16,1,3,8,8,14,10
Mycl,17813,23640,19194,750,970,389,30,44,72,5845,4988,6470,813,791,1136,1880,1104,1803
Trit1,1361,1682,1463,1106,904,1083,467,589,620,1674,1364,1377,972,1064,1089,935,988,1096
Gm12923,2,0,9,4,0,15,0,0,0,4,0,2,0,0,0,0,2,0
Bmp8b,11,14,23,3,10,16,36,32,31,11,6,13,2,5,9,14,17,11
Gm17244,6,11,0,0,0,0,2,2,2,0,4,1,0,1,4,3,3,4
Oxct2b,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2
Ppie,2220,2554,2393,1487,1189,1306,1083,1057,1107,1661,1180,1332,705,758,897,1053,1116,1125
Hpcal4,12,16,18,2,3,4,22,36,24,11,6,6,4,8,14,39,30,18
Nt5c1a,2,6,4,4,10,5,2,6,9,2,2,4,0,2,0,12,14,9
Heyl,5618,5915,5528,20206,18463,10171,4436,4425,4936,2341,1979,1990,2670,3784,2965,2416,2027,2104
Pabpc4,14589,18397,15717,17195,15398,15083,9148,9039,10139,8577,6457,7841,5678,6885,6892,8805,8330,9128
Gm25788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22154,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bmp8a,7,28,50,188,226,142,30,32,32,30,25,61,51,65,63,29,28,30
Oxct2a,0,0,0,8,12,0,0,1,0,0,0,2,0,3,2,3,2,2
Macf1,13197,12652,12599,6363,4850,3957,6161,6800,7181,31868,23543,26668,6365,6587,8298,13189,14991,19462
Gm23548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12925,2,8,0,0,0,2,2,6,2,2,15,4,2,4,4,2,10,15
Ndufs5,2560,2869,2427,1796,1332,1151,1463,1349,1598,1420,1253,1198,525,648,610,1325,1529,1541
Akirin1,2330,2500,2049,3782,2729,2027,4137,3956,4565,3415,2558,2475,2947,3323,3052,7192,8853,8604
Rhbdl2,1,12,1,19,9,45,13,1,1,11,2,10,5,4,5,8,9,12
1700121C08Rik,8,4,6,0,3,0,7,5,12,14,12,21,8,4,2,12,4,12
4933427I04Rik,0,8,0,0,0,0,0,0,0,7,3,2,8,0,4,4,2,0
Gm26606,44,106,75,24,10,28,38,44,63,137,166,163,28,30,71,93,88,109
